"followup##gdid",project,"followup##payment_number","followup##daily_life_ubi_initial","followup##daily_life_ubi_repeated","followup##goals","followup##goals_ubi_repeated","followup##life_different","followup##life_different_future","followup##life_different_ubi_repeated"
gd-24072684,ubi_kenya,1,"The biggest difference is that these transfers have enabled me to built two bigger and better iron roofed houses as compared to the old grass thatched roofed which I had before.",,"I am planning to buy furniture and restore my sold land.",,"My life is currently different because I have built new houses which are more spacious and modern","I expect to have bought furniture and start a maize selling business.",
gd-22563267,ubi_kenya,4,"The biggest difference in my daily life  since I started receiving these payments is that I now own my trandtional house (Simba ) hence I no longer have to look for shelter at my parent's kitchen .",,"My new goal is to save money in togetherness with my parents and use up the saved up money on cementing my parent's house into a semi - permanent one .",,"Owning my trandtional house (Simba ) is currently the difference I have achieved .The interesting part is , it has saved me from relying on my parent's kitchen for shelter .","In the next six months I shall have bought household items such as a solar lamp and furnitures .",
gd-21233203,ubi_kenya,1,"The biggest difference in my daily life since i started receiving payments from Give Directly is that i am happy because i have  ploughed my farm early enough and already bought maize seeds which i couldn't have bought by now since i do not have regular income",,"My new goal which i didn't have before i started receiving payments is to buy a cow for milking and since i do not have any regular income, it will boost my earnings from selling milk. Also, since i have electricity, i am planning to start a salon just within my home",,"My life is not different from how it would have been before receiving the transfers because i have only received the transfer once but i am expecting it to change after several transfers","I am expecting my life to be a bit better in the next six months since if i buy a cow, i will at least have an income from milk selling and also since i have electricity in my house, i am planning by six months i will have opened a salon and bought a blow dryer",
gd-21204976,ubi_kenya,1,"I have seen myself move a step ahead in that, at the moment I have a sheep which I never had before. This has really brought a great difference in my life and as we talk now I am confident having great hopes  and trust that my future is really changing to something better.",,"I have a new goal to ensure that in some days coming we will be having a cow through a started  family joint group where my husband and I will be members and our agenda being that we will be buying one cow after the other all round the family members.",,"My life is much different now that i own what I never had before a sheep in my family was not existing and I feel that were it not for the Give Directly money then I would not be having one.","I see my program changing not as I  expected before but much better. By six months i expect to have added up two more sheep to make three and at least  owning one cow in our household.",
gd-22636308,ubi_kenya,1,"Currently I have no big difference since this is the first time I am getting money from give directly.Though Ia m hopeful I will achieve my dream because I have started receiving money from GD.",,"I have no new goal apart from the one I had before receiving the transfer.",,"My life is still the same since I have not achieved my dream of building my house, though I have a lot of hope because I have started receiving money and making an attempt of  buying building materials(iron sheets).","I expect to have established my own business that I manage a lone and monitor the profit.I also expect to have build my own house and moved in because it is also not easy to pay rent monthly as I do with the little income I get.",
gd-22356754,ubi_kenya,1,"The biggest difference in my daily life since I started receiving payments from GiveDirectly is that I managed to repay a loan without working in someone's farm for money. I am glad that the debt is cleared.",,"My new goal is to repair my house which is currently in a bad condition by cementing the walls and fixing a ceiling board.",,"My life is currently different from how it could have been in that, I could still be working on people's farms so as to by fertilizer and seeds to use in my own farm and even when I want to repay a loan which I took from someone.","I expect my life to change in the next six months in that, I will have managed to repair my house so as to live in a decent place. I also expect to eat well because I will have gotten good produce from my farm.",
gd-22836710,ubi_kenya,1,"At the moment, my life has not changed since the vegetables I planted are still in nursery beds. ",,"My aim at this time is to start poultry farming of chicken since they are easy to manage. ",,"My life currently is different since I have now been able to plant some vegetable seeds which are now still in nursery.","I expect my life will have changed since I will have started poultry farming and will have sold my vegetables and use the profit I get to improve my farming practice.",
gd-23213555,ubi_kenya,1,,,,,,,
gd-21776791,ubi_kenya,1,"The biggest difference in my daily life since I started receiving payments is that, I have bought a coak chiken hence this is a step towards poultry farming.",,"My new goal is to venture into farming  with an intention of getting more produce which I can sell later on to buy more cattle.",,"My life is currently different from how It would have been if I had never received the transfer in that, I managed to buy a coak chicken since I want to start poultry farming.","I expect my life to change in the next six months in that, I will have managed to have more produce from my farm which I will finally sell to buy cattle.",
gd-21360758,ubi_kenya,4,"The biggest difference in my daily life since I started receiving payments from Give Directly is that I am not stressed and am very happy since I attempt every need almost every month.",,"My new goal now is that I want to buy a cow,which will be possible after saving monthly a part of the payments.",,"My life is currently different from how it would have been in that I don't lack food to feed my children and we are all happy.","I expect my life to change in the six next months to be very comfortable in that I will be having a cow and chickens that will help me in income generation.",
gd-20943658,ubi_kenya,5,,"The biggest difference in my daily life is happiness since I now know that in the coming few months I will not be buying maize flour anymore.",,"The new goal I now have is to start a business so that it will act as source of income.",,"I expect your life to change in that I will have started a business and will not be buying maize flour anymore since I will have harvested mine.","My life currently is different since I do not have to go around searching for some casual work to do every day and I have also been able to lease a farm which I have planted some maize."
gd-22563752,ubi_kenya,1,"The biggest difference in my daily life since i started receiving transfers is that i was able to buy maize flour for family consumption.",,"My new goal is to expand my  smaller house which does not accommodate my whole family.",,"My life is currently different  because i am happy as i am receiving transfers that enable me to fulfill all my goals.","My life is going to change as i am going to be able fulfill all my long-term goals like expansion of my house through savings in M-shwari.",
gd-22766773,ubi_kenya,1,"biggest difference in my daily life since I stared receiving the transfer from give directly is that am currently able to give my family better basic needs like food and clothing. I am currently engaged in less casual job unlike before hence feel relaxed and supported in life. I current able to visit my relatives which had been so hard before due to lack of funds to use for fare. My family and I currently live a happier life than before and am so thankful to Give Directly.",,"The new goal that I have developed since I started receiving the transfer is to start poultry farming and a business.",,"My life is currently different from how it would have been if I had not received the transfer in that my family and I are currently enjoying better basics needs like clothing and food due to assistance of GD transfers. I am currently engaged in less hard and less paying casual job unlike before. I feel relaxed and happy.","In the next six months I expect to have a built a new house for my family, to have a bought a cow and my child will have joined school.",
gd-21245425,ubi_kenya,6,,"The biggest difference in my daily life is the fact that I have electricity in my house. I bought a solar panel that helps to provide lighting power and phone charging. This has saved me a lot of trouble in buying paraffin.",,"I have a new goal to buy a dairy cow together with my wife.",,"The next six months will be different because of ease in providing for my family needs.I will be having a dairy cow that will give me agood income.","The ability to provide basic needs for my family is the greatest joy. It changed my life so much, that I no longer struggle too much to meet them."
gd-21008163,ubi_kenya,1,"Since i started receiving payments from Give Directly, I am just happy because i was able to buy maize and fertilizers for my farm without having to sell my cow as i had initially planned. I feel this is a great start since this time round i wont be late to cultivate in my farm once the rains start.",,"This being the first transfer, I currently do not have any new goal that i didn't have before but i believe as the months pass by, I will be in a position to think of a new project to do with the money that i will be receiving monthly",,"My life is currently is different as compared to having not received the transfer because initially, i had no money to cultivate my farm and the only option was to sell a cow that i had. I am now happy because I got an alternative source of money to cater for my farming expenses","I expect my life to change to better in in the next six months since by then i will have started bee keeping. This will be a big step in my life since from the sale of honey, I will at least have some income to meet my daily needs",
gd-22010852,ubi_kenya,2,"The biggest difference in my daily life is that at least I have something to depend on. I do not solely depend on my horticulture to mature and sell to enable my family eat.",,"I have three goals,one is to ensure my son joins secondary school. I also want to expand horticultural farming to increase my income and also increase my savings.",,"My life is currently different from how it would have been had I never received the transfer in that I have somewhere to depend on. I can take care of my emergencies. I am now stress free. I do not think so much where to get money as I wait for my crops to mature for the markets.","In the next six months,I expect my harvest to be more. I shall have bought a water pump for irrigation and this means that my savings shall have increased.",
gd-22525825,ubi_kenya,2,"The biggest difference in my daily life since I started receiving the payments is that I have money to take care of my problems whenever they arise unlike before when I had to either borrow or wait on my husband to provide.",,"My new  goal is to save part of these transfers for the next few months so that I can start a shop business. This will provide extra income for the family and relieve my husband of the heavy burden he has.",,"My life is currently different because I am able to support my family by using the transfers to buy the household requirements. I feel very hopeful that very soon,my life will change for the better.","In the next six months,I expect to have saved enough money to open my business,this will mean more income for my family  and less stress.
We will also be able to buy more of the household items that  we currently do not have.",
gd-20991576,ubi_kenya,6,,"I am very happy about the transfer since i can implement any plan i have because i get  money monthly.",,"I am planning to start a serious poultry farming and also zero graze a dairy cow.",,"I will want to have a dairy cow that is very good hence by  that time i will be accumulating my money for the same project.","I am having a  happy family since we eat each day and we plan for our family."
gd-20902239,ubi_kenya,1,"The biggest difference in my life is that I now have hope that I will also be able to meet my daily needs and basic needs for my family.I now feel uplifted like other able members of the community.My secondary school children have a happier life than before since they can get fee through give directly transfer.",,"The new goal that i have now is to set up a kiosk in my piece of land along the road, I also want to start saving which I will use to buy livestock now that I can get some money to save unlike before where I could spend all what I could earn mainly  on fee.",,"My life is currently different in that am somehow relieved of my duties, I can also meet other  family needs unlike before where I had to only I could spent much of my income on fee only.This has given me hope in life and now my family and I are now happier than before.","I am expect my life to change in that in the next six months I should have livestock, be doing better farming in my piece of land since I will afford all the better farming material. I will be  expecting higher return from my piece of land due to better ways of cultivating the it hence will have a better living standard.",
gd-24261640,ubi_kenya,1,"The biggest difference in my life is that I have nice poultry house.I did not sell my cow to pay school fees for my child  to join college.I continue to get milk that is a daily income.",,"I am planning to buy a cow and to increase the number of chicken in my poultry keeping.",,"I currently have a good poultry house that has improved my egg production.I would have had to sell my only cow to send my child to college but Give Directly saved me.","My child will still be in school and I will have more cattle in my farm.",
gd-21970403,ubi_kenya,5,,"I have been farming in small scale because I don't always have enough money to buy enough seeds to plant in large scale but when I received the transfer, I was able to plant in way I have always wanted to because I had enough seeds.",,"Currently, I do not have any new goal apart from my earlier plans.",,"In the next six months, I would want to start a business to boost my income.","I have planted in large scale since that has been my greatest desire and since I started receiving this transfer, we have been eating well as a family."
gd-24339531,ubi_kenya,1,"The biggest difference is that these transfers have boosted me in payment of school fees and money to buy household items.",,"I am planning to add another heifer or bull to assist in milk production and land ploughing.",,"My life is currently different because these transfers because we can access what we could not.","I expect to expand my shop business and improved farming.",
gd-21338545,ubi_kenya,2,"In my daily life, the biggest difference is ability to call my family members back at home. Before I got the transfer, I had no money to buy airtime and I have always ended up sending “please call me messages”, asking them to call me back. I am now happy to report that I always call my mother any time I wish to.",,"I have an intention of proceeding with my further studies. When I finished high school, I faced fees challenge and I couldn’t proceed to college. I will use the transfer in this. It has given me another hope in life.",,"My life is currently different because I have successfully joined a merry go round contribution. I have been hearing about this and I had the urge to join. However, I couldn’t because I had no capital. My life is also different because I can hold money in my hand and decide what to do with it.","In the next six months, I will have bought goats. Already, I have started purchasing chicken. I will later sell them at profit and use the money in buying a goat.",
gd-24180839,ubi_kenya,1,"The biggest difference in my daily life since I started receiving payments from Give Directly is that I am comfortable and don't roam the village all day looking for casual jobs.My health is now better since I eat now on daily basis and am happy.",,"My new goals now is to own a cow and furniture which I buy using my next transfer.",,"My life is currently different  from how it would have been since am happy and focused unlike before.I am very healthy and happy since I don't struggle too much.","I expect my life to change in the next six months since I will living in a nice,comfortable house and also owning a cow that will produce milk for consumption and income generation",
gd-24061044,ubi_kenya,1,"The biggest difference in my daily life since I started receiving payments is that I have less burdens as I can buy the household requirements in bulk when I receive the money. I am more happy and at ease because I know my family is catered for and I can easily take care of my other projects.",,"My new goal is to buy fencing materials with my next transfers so that I can secure my farm from unwanted individuals and animals who might destroy or steal my fruits. Currently,I have taken some of those materials on credit with the hope of paying when my next transfer comes.",,"My life  is currently different from how it would have been without  the transfers in that I am able to accomplish my dreams such  as expanding my farm projects.
I have better plans for my future and I am living a less stressful life because I know that at the end of the month,I will receive money to fulfill my plans.","In the next six months,I expect to be healthier than I am now because currently, I am less stressed meaning less illnesses.
I also expect to have completed most of my projects which means I will be earning more money from my produce and spending less on maintenance.",
gd-22733017,ubi_kenya,5,,"The biggest difference in my daily life is that these transfers have enabled me to buy enough feeds and medication for my poultry and livestock.",,"I am planning  to do in filling of tea plants where they did not grow.",,"I expect to have bought good furniture and a roofing mat in my house.","My life is currently different because I have better clothing and shoes unlike before where I used to put on one pair of trousers."
gd-24837432,ubi_kenya,1,"I was able to buy sand and cement to plaster my house.It was impossible to get such money to buy building materials before could send me the transfer..",,"I have no new goal.",,"Currently, I am receiving transfers from GD which am planning to use to pay contractors,buy building materials to plaster my house and now I will no longer live in a cow dung and mud house.","I will have started off my chicken business. My family will have a reliable source of income and this means less financial constraints.",
gd-21125145,ubi_kenya,1,"The biggest different in my life is that I can buy tea leaves  to my personal number and expect that in future when the year ends I will earn a huge bonus.This bonus will improve my life through supporting my family to get basic needs.",,"My new goals is to lease a land where I will do farming to help me to have more income. I intend to diversify my farming so that I can plant short season crops to help me have money to sustain my family.",,"My life is currently different in that am now able to buy may kilos of tea to my number. I expect by the end of the month I will have a good amount which will help me to lease more tea bushes for plucking.","I expect my life in six months will have change in that am planning to buy a piece of land where I will settle with my children and have a place to call home. At the moment I live with my parents.",
gd-21007678,ubi_kenya,1,,,,,,,
gd-21338933,ubi_kenya,5,,,,,,,
gd-21184315,ubi_kenya,2,"The biggest difference in my daily life is that I bought a goat from GD money and I believe with more transfers my life will improve",,"My new goal is to start a business",,"Before GD I had nothing to boost my business. GD transfer transfer helped me boost my business ( buying and selling chicken)","I expect to have build a house in the next six months and start poultry farming.",
gd-24838305,ubi_kenya,1,"Ever since the death of my husband, I have been living in a house which is in very bad condition because I do not have any income, I have not been able to build a better house but thanks to Give Directly, I will have a better house.",,"Apart from my earlier planned goals, I do not have any new goal.",,"I am so happy because I will have a good house which I have longed for, I was able to pay school fees for my grandchild in time and I have been eating well.","I would want to buy timber and nails to help me in building my new house.",
gd-24345642,ubi_kenya,1,"The biggest difference in my daily life since I received payments is that I am able to feed well because with the money I received I was able to buy food in bulk so at least I am assured of meals everyday.",,"My new goal is to make sure that I build a new house because the current one is in a very bad condition and might even collapse on my anytime.",,"Had I never received the transfer,I would not have any hopes of building a new house because for a long time I have tried seeking help from relatives but no one helped.I am also happy because will stop living a life of shame due to my living conditions.","In the next six months,I will be a more happy person because my biggest burden will have been taken off my shoulders.
I will be able to concentrate more on fending for my children which will then result into a more healthy family in general.",
gd-23974132,ubi_kenya,1,"The biggest difference in my life is that I am happy to live in a good house that I build after receiving this transfer.It would have taken me a long time to manage but it has made a good impact in my life.",,"My new goal is to build another house and buy a cow.",,"If I had not received this transfer,I would not have build a house.It is a big step that has allowed me to move to other targets such to save for my unborn child and even think of  a business.","I expect my life to have changed in the next six months because I will have started a shop business and will be getting an income .",
gd-22801693,ubi_kenya,1,"The biggest difference in my life is that GD has helped me get realize my plans through its cash transfer since I had no enough money to boost my projects.",,"My new goal is to set up poultry farming.",,"Before, my source of income has not been enough to boost my projects. With GD transfer, I am confident that my plans will go through.","I expect to have build a house and bought livestock in the next six months.",
gd-20970624,ubi_kenya,1,"The biggest difference is that I am now happy and at peace.Truly I have never gotten such a big amount of money that can help me get almost all of my  needs catered even from my small businesses.I can now comfortably take care of my family by ensuring we eat healthy since food has been a problem but now we can buy it.",,"My new goal is that I want to buy a water tank since I am not able to fetch water water far away from the river and has made live in poor hygienic grounds.This is achievable since we plan to pull funds together with my husband and join a merry go round so as to be able to get enough money to buy it when its our turn.",,"My life is currently different since am now happy and less depressed since before I used to be engulfed in soo many thoughts on how to take care of my family.Now am able to eat healthy and ease my recovery since I've had some many surgeries with no time to heal.My children are very happy and its seen even from there faces.","I expect my life to change in the next six months in that hygiene at home will be the best since I will be having my tank at home and now water will never be a problem.I will also have a small cow for milk either for home consumption and income generation all these through GD transfers and family combined efforts.",
gd-22186713,ubi_kenya,2,"The biggest difference in my daily life is that I am currently able to eat well.  Unlike before It was a struggle to put food on the table.",,"I do not have any new plans or goals. The amount I will receive will help me in up keep.",,"Currently I cant go a day without unlike initially I could sleep on an empty stomach.","In the next six months I see myself  living happily with enough food to take me through a long period of time.",
gd-21903570,ubi_kenya,5,,"The biggest difference in my daily life is that my family rarely goes hungry because the money that we receive is mostly spent on food.",,"I would like to save some of these transfers so that we can buy building materials such as cement and sand and plaster our house to prevent the excess dust that cause us health problems.",,"In the next six months,I expect to have completed renovating my house and will be living in a better house.","I am able to get money for certain emergencies such as sickness and school fees without having to borrow from the neighbors. I have also made progress by plastering some parts of my house."
gd-22327751,ubi_kenya,2,"The biggest difference in my  daily life since I started receiving payments is that I am able to take care of my issues such as hiring  workers to help in my farm.Before,I had nowhere to seek help and had to labor all day in the farm.",,"My new goal is to use the next transfer to buy chickens and start poultry farming. This will be a good source of income for me even after the transfers are over.",,"My life is currently different from how it would have been in that,now,I rarely go hungry like I used to before the transfers. when I receive the money,I food in bulk that can push me for some time.","In the next six months,I expect to be looking healthier than I do now because with the money I get monthly,I am able to buy better food and I am less stressed about where to get money to take care of my problems. In case I am sick,I can easily seek medical help.",
gd-22275565,ubi_kenya,2,"I used to struggle to meet my family financial demands since both my husband and I do not have a stable source of  income but since I started receiving this transfer, I have courage that my life will be better and we shall never lack.",,"I currently do not have any new goal in my life so far.",,"I have faith in my life my life will be better, we currently eat well in my family and I was able to pay school fees without my daughter staying home for long as others are studying.","I would want to buy furniture so that my house will look smart and planning to renovate my house",
gd-23334514,ubi_kenya,1,"The biggest difference in my life that now I have built a separate  house and now we can no longer spent  night in the same house with my teenagers. Before we got money from GD we were spending on the same round grass toughed house with my six children. Now I thank Give Directly I have built a new house with the money which I got as my first transfer.",,"My new goal is to have buy a cow so that in the near future it will help educate my children through the sale of milk.",,"Now we have our own privacy as parents in our own house, and the other greater  difference is that we can have warm blankets to cover ourselves and children during cool nights.","In the next six months I expect to have one cow in my farm. This will allow me get milk for sale and save some cash to take my children to school.",
gd-22498859,ubi_kenya,1,,,,,,,
gd-24204701,ubi_kenya,1,"The biggest difference in my daily life is that these transfers have enabled me to buy a heifer and seat cushions.",,"I am planning to built house a more spacious house.",,"My life is currently different because these transfers have enabled   me to buy a cow  which will be a source of milk.","I expect to have completed my house and my children will be more healthy.",
gd-24830933,ubi_kenya,1,"The rains had brought down one side of my house and I did not have money to rebuild it again until Give Directly came into my life, I was able to build it with the money I received from Give Directly and live happily.",,"I do not have any new goal.",,"I have a good house, I was able to get medication in good time and I have never gone without food. Thank you Give Directly.","I would want to plaster my house and buy at least a cow.",
gd-22298651,ubi_kenya,1,"The biggest difference in my daily life is that my hopes of keeping livestock has been restored, something I never expected could happen in my life.",,"I have a new goal of successfully educating my children up to the the level they would wish to reach.",,"my life is currently different than it would have been without the transfer in that I have been able to have some savings in my Mshwari account, something I could not do before as what I generated was just enough to feed the family.","In the next six months, I expect my savings in the Mshwari account to have accumulated enough to acquire me at least a cow.",
gd-21249790,ubi_kenya,5,,"The biggest difference in my daily life is that these transfers have enabled me to built a new two roomed house.",,"I am planning to save towards buying a heifer because it will grow and multiply and produce milk.",,"I expect to have started a poultry and sheep business to boost my income source.","My life is currently different because I now have adequate food,clothes and blankets unlike before which was difficult to access before."
gd-21338933,ubi_kenya,1,"The biggest different is that when I received the money from GD, I was able to build a good poultry house, because before we used to live in one house with the chicken which was not hygienic and also could occupied the space, but right now we have enough space because the chicken have its own house to live and I'm so happy.",,"I have a new goal of buying a dairy cow because I have been buying milk from  my neighbors and its very costly, I have started saving culture so that in the next few months I will be able to buy a dairy cow and start saving the amount that I have been using to buy milk to meet other household basic needs.",,"Current I have a poultry house which i didn't had before, we could  stay in one house which the chicken which was not good, My neighbor also could complain that my chicken were destroying his crops, but now I'm happy because I don't receive any complain like I use to before.","I expect my life will to change positively because I'm very sure that in the next six month I could have saved enough money that I'm receiving from GD and I will be able to buy a heifer and goats which I didn't had before.",
gd-21036390,ubi_kenya,5,,"The biggest difference in my daily life is that these transfers have enabled me to pay school fees and adequate food from the maize seeds I bought using my first transfer,",,"I am planning to clear school fees for my sons in high school.",,"I expect my children to go to school and I am expecting to harvest  maize which will be a source of food to my family.","My life is currently different because I am now fat due to adequate food and stress free unlike before where I used to run up and down doing casual in order to get school fees and food and I was very thin because of hunger and  a lot of stress."
gd-21323995,ubi_kenya,1,"The type of farming I am currently operating is really different from the one I have been carrying out before.Poultry farming is a great farming which I have dedicated myself to and am sure it will really grow bigger.",,"I have a new goal to start a small business in town in order to be selling my goods and also hawking them in town for people who may not have come to the shop to see and buy and even supplying some shopkeepers who will be interested in selling the same goods to their customers within their shops.",,"With the change I am currently seeing in my life I have a feeling that my life is really great now and the growth has started unlike if was not receiving the amount from the give Directly.","For the next six months I  see myself being able to operate my own farm and at then my poultry farming would have yielded to a point where I would be having at least some goats in my farm.",
gd-21991646,ubi_kenya,6,,"The biggest difference in my daily life in the last four months is that, I have managed to save and bought seats since I had one. I am glad that I nolonger borrow from my neighbors whenever I have visitors.",,"My new goal are: to buy cattle since I have none and also buy building materials which I intend to use in establishing my home where I would have my own freedom.",,"I expect my life to change in the next six months in that, I will have established my home hence enjoy freedom in my own place.","My life is currently different from how it was four months ago in that, I have been able to pay funeral contributions easily without stuggling to look for money and my children look decent with the new clothes that I bought them hence doesn't feel embarrassed when they are seen walking around."
gd-22426885,ubi_kenya,7,,"The biggest difference in my daily life in the last four months is that I have grains in my house for the family's consumption because I used farm inputs like fertillizer which  bought using the transfers.",,"My new goal is to buy a plough and oxen which will help in preparing my parcel of land by myself.",,"I expect my life to change in the next six months in that, I will have bought a plough and oxen and so I will be able to plough people's farms to earn a living and mine too.","My life is currently different from how it was four months ago because I have enough grains for the family's consumption unlike before."
gd-20878959,ubi_kenya,1,,,,,,,
gd-22198644,ubi_kenya,3,"My daily life has really changed because the stress I had due to paying school fees for my four children in secondary school has reduced because the money that we receive monthly is used to take care of that.",,"I would like to build a new permanent house using these transfers because my current house is made of soil and is very hard to maintain as it easily gets ruined by the rains.",,"I can now save my farm produce for family use instead of using it to pay for my children's school fees. This is an assurance of enough food for my family even during famine seasons.","In the next six months,if we spend our money wisely,we will have been able to clear the school fees so that we can invest in other income generating businesses that can boost our family's daily income.",
gd-21947317,ubi_kenya,1,"I used the money to buy food stuff on the day I received the money and it helped me a lot on that day. i really can't comment on daily life difference.",,"I now have a new goal of plastering my house because it is in bad state.",,"My life is different from it would have been if I never received the money in that I feel happy and at peace because of the help I received from GiveDirectly.","I expect to own a cow in the next six months.",
gd-21980394,ubi_kenya,8,,"The biggest difference in my daily life is that l am now able to do some things on my own without depending on my spouse because l now have my own money that l am getting from the business that l start with give directly's money.",,"My new goal is to build a spacious comfortable house since l am staying in a very all house.",,"In the next six months l am planing to have started saving for my project of building a new house.","I am able to pay school fee for my children without straining so much, l am also able to get three meals in a day as compared to before when l could only afford two meals."
gd-23214331,ubi_kenya,1,"I bought iron sheets which I will use to build a new house and now my family will live in a larger house.",,"I have no new goal.",,"I was able to buy clothes,bedding for my family and paid school fees for my children.I also bought iron sheets to build a new house to accommodate my large family.","I expect to have finished building my new house and now my family will be living in a larger house.",
gd-21103320,ubi_kenya,1,"The biggest difference in my daily life since I started receiving the transfers is that my life is now stress- free since I have in mind that I will be having an income at the end of every month which will enable me improve my living standards",,"My new goal after receiving the transfers is to lease a piece of land to plant sorghum. The current size of land that I have is very small hence limits me in farming. The income that I will get from the sorghum after harvesting will really be helpful to me and my family",,"My life is currently different from how it would have been had I not received the transfers in that I am now  happy that my daughter is able to be back home early from school to assist me in some household chores since before the transfers she used to arrive home very late","I expect my life to change in the next six months since I am planning to buy a dairy cow. Owning a cow will be a great achievement in my life.",
gd-24746834,ubi_kenya,1,,,,,,,
gd-21965068,ubi_kenya,1,"The biggest difference in my daily life is that at least I have a piece of mind,I am no longer worried of the day to day upkeep in my house.",,"My new goal is to shift my son from a day to school to a boarding school. At least this is going to be a reality in my life.",,"Were it not for the transfer,my son could have never managed to get the required medical attention for lack of money.Maybe his situation could have gotten worse. Who knows.","In the next six months,I expect to harvest a lot as I am planning to plough my farm.",
gd-23923789,ubi_kenya,1,"The biggest difference in my daily life is the business I am running. At least I am able to get some daily in income and I am not Idle too .",,"I have a new goal of plastering my house that is not in a very good condition.",,"My current life is different from how it would have never been were it not for the transfers it that I have new nice seats for my household and I am running a business too.","In the next six months,I expect my life to have changed for the best with the small business I am currently running.",
gd-22536592,ubi_kenya,2,"The biggest difference in my life since I started receiving this transfer is that my house is now presentable and neat. I want plaster it has this has been my biggest dream",,"Currently I do not have any new goal.",,"My house is in good condition and this makes me happy. My farm is doing well and I know I will get good harvest.","I would want to buy a cow and fully renovate my house. I will also have a business of my own.",
gd-22851648,ubi_kenya,1,"The biggest difference in my daily life is that I have freed my mind from school fees stress.It no longer longer bothers me because my child is now back in school.He had to miss school because i would not have had money to clear his school fees areas.",,"My new goal is to buy chicken.I will be getting eggs from the chicken and this is a good income source.",,"I have paid school fees an.d this has eased my life.My plan to start a poultry system has also come as a great change in my life.This will be an income generating income activity.My poultry house that I build last year will now have chicken living in it.I will buy many chicken and rear them.","In the next six months I will have paid school fees for my child in secondary school.I will also have chicken in my poultry system that will be sourcing income from the eggs.",
gd-22544255,ubi_kenya,2,"The biggest difference in my daily life is that I am able to prepare meals for my family easily with the gas cylinder I bought. I no longer have to worry or panic when it rains and the is rained on.",,"Yes,my new goal is to build a new house. My current house is too squeezed to accommodate my family comfortably.",,"My life is different from how it would have been had I never received this transfer in that I now have a gas cylinder. I can cook anytime I want for my family.","In the next six months,I expect my business to have grown. This means more income for my family.",
gd-21333016,ubi_kenya,6,,"The transfer helped me to start a business that i could not have had if not the transfer.",,"I have a goal of expanding my business to enable me get  more money.",,"I have a plan of selling my chicken to get money enough for buying a cow for milk purpose.","My family is very happy since we are assured of food in the family."
gd-22356948,ubi_kenya,1,"The biggest difference in my daily life since I started receiving payments from Give Directly is I am able to renovate my grass thatched house to an iron sheet roofing. This way my house will not leak when it rains.",,"My greatest goal is to be able to pay the bridal price for my wife. She went back to their home until the day that I will be able pay her bridal price. Secondly I desire to start a fish business and acquire myself a second hand motor bike that will help me cut down the high cost of transport.",,"I am able to fetch for my family comfortably without pressure knowing that in case I do not succeed I can fall back to the transfers sent to me by Give Directly unlike initially a bad day could not be rescued. You fail to fend for the family then it meant going a day without meals.","I expect my life to change after six months, first I will have completed renovating my house and I will be living in a comfortable house without leaks whenever it rains. I will also be able to feed my entire family consistently. God willingly I will also be in the process of making the great journey to my wife's home to settle the bridal price and have her back home. I have missed her presence and her support at  home.",
gd-24540418,ubi_kenya,1,"The biggest difference in my daily life since I started receiving the money is that Imanaged to boost my business and this resulted into a good profit from the business.",,"I have a new goal of expanding my business now, this is because I managed to earn a good profit after boosting my business. I now feel motivated to open a new branch.",,"My life is currently different from the way it would have been had I not received the money in that I can now comfortably meet my needs without straining. This is because I invested the money in a business that has resulted in a positive yield.","I expect to have bought a motorcycle to facilitate my movement to the various branches of my businesses as I both deliver more stock and monitor the businesses too.",
gd-21157640,ubi_kenya,5,,"The biggest difference in my daily life in the last four months preceding the current transfer is the peace and harmony we have currently in our family. Being a large family, we have always had quarrel and fights over our responsibilities in term of getting basic needs but when GD transfer came in it has made it affordable and accessible for all of us hence reducing quarrels and fights in our family. We currently live happily and so thankful to Give Directly.",,"New goal that have added in to my life for the next four months is to buy a milking cow.",,"In the next six months I expect to have built my own house and to have bought a cow. I expect to be living independently and happy.","My life is currently different from how it was in that my family and I feel empowered to maximize our family resources unlike before. My siblings get better education in that the get their fee on time."
gd-21328845,ubi_kenya,5,,"The biggest difference in daily life is these transfers have enabled me to start building a modern kitchen and venture into poultry farming which are my own.",,"My new goal is buy a dairy cow by topping up my transfers with with my husband's and also to clear school fees using beans which are due for harvesting.",,"I expect to concentrate on my own crop and poultry farming in order for my kids to get a good education and increase my piece land. I also expect to complete construction of my new kitchen in the next six months.","My life is currently different because these transfers have opened my eyes and motivated me to work harder in crop and poultry farming."
gd-22142093,ubi_kenya,7,,"The biggest difference in my daily in the last four months preceding the current transfer is that I was able to buy seats because for so long I've been having a few broken seats in my",,"In the next four months, I have an additional goal of extending my house because my current house is so squeezed tht it doesn't fit my family well.",,"In the next four months, I expect to have extended my house so that it can fit my family.","My life is currently diffeeent from how it was four months ago in that previously I had to sell my farrm produce in order to meet my family needs which led to insufficient food for the family but now I'm happy I get monthly payment from GD. I'm also relieved of the shame of owning broken seats in my house."
